timestamp,ladle_id,operator,shift,radar_distance_m,calculated_tons,flow_rate_tps,state
2026-02-05T17:38:52,04,Shyam,A,,,0.0,INIT
2026-02-05T17:38:56,04,Shyam,A,,,0.0,INIT
