timestamp,ladle_id,operator,shift,radar_distance_m,filled_height_m,calculated_tons,flow_rate_tps,state
2026-02-05T13:50:19,03,shyam,A,4.117,,,0.0,POURING
2026-02-05T13:50:20,03,shyam,A,4.117,,,0.0,POURING
2026-02-05T13:50:21,03,shyam,A,4.117,,,0.0,POURING
2026-02-05T13:50:22,03,shyam,A,4.117,,,0.0,POURING
2026-02-05T13:50:23,03,shyam,A,4.117,,,0.0,POURING
2026-02-05T13:50:24,03,shyam,A,4.117,,,0.0,POURING
2026-02-05T13:50:25,03,shyam,A,4.117,,,0.0,POURING
2026-02-05T13:50:26,03,shyam,A,4.117,,,0.0,POURING
2026-02-05T13:50:27,03,shyam,A,4.117,,,0.0,POURING
2026-02-05T13:50:28,03,shyam,A,4.117,,,0.0,POURING
2026-02-05T13:50:29,03,shyam,A,4.117,,,0.0,POURING
2026-02-05T13:50:30,03,shyam,A,4.117,,,0.0,POURING
2026-02-05T13:50:31,03,shyam,A,4.117,,,0.0,POURING
2026-02-05T13:50:32,03,shyam,A,4.117,,,0.0,POURING
2026-02-05T13:50:33,03,shyam,A,4.117,,,0.0,POURING
2026-02-05T13:50:34,03,shyam,A,4.117,,,0.0,POURING
2026-02-05T13:50:35,03,shyam,A,4.117,,,0.0,POURING
2026-02-05T13:50:36,03,shyam,A,4.117,,,0.0,POURING
2026-02-05T13:50:37,03,shyam,A,4.117,,,0.0,POURING
2026-02-05T13:50:38,03,shyam,A,4.117,,,0.0,POURING
2026-02-05T13:50:39,03,shyam,A,4.117,,,0.0,POURING
2026-02-05T13:50:40,03,shyam,A,4.117,,,0.0,POURING
2026-02-05T13:50:41,03,shyam,A,4.117,,,0.0,POURING
2026-02-05T13:50:42,03,shyam,A,4.117,,,0.0,POURING
2026-02-05T13:50:43,03,shyam,A,4.117,,,0.0,POURING
2026-02-05T13:50:44,03,shyam,A,4.117,,,0.0,POURING
2026-02-05T13:50:45,03,shyam,A,4.117,,,0.0,POURING
2026-02-05T13:50:46,03,shyam,A,4.117,,,0.0,POURING
2026-02-05T13:50:47,03,shyam,A,4.117,,,0.0,POURING
2026-02-05T13:50:48,03,shyam,A,4.033,,,0.0,POURING
2026-02-05T13:50:49,03,shyam,A,3.661,,,0.0,POURING
2026-02-05T13:50:50,03,shyam,A,3.358,,,0.0,POURING
2026-02-05T13:50:51,03,shyam,A,3.11,,,0.0,POURING
2026-02-05T13:50:52,03,shyam,A,2.961,,,0.0,POURING
2026-02-05T13:50:53,03,shyam,A,2.817,,,0.0,POURING
2026-02-05T13:50:54,03,shyam,A,2.693,,,0.0,POURING
2026-02-05T13:50:55,03,shyam,A,2.61,,,0.0,POURING
2026-02-05T13:50:56,03,shyam,A,2.521,,,0.0,POURING
2026-02-05T13:50:57,03,shyam,A,2.445,,,0.0,POURING
2026-02-05T13:50:58,03,shyam,A,2.383,,,0.0,POURING
2026-02-05T13:51:36,03,shyam,A,2.046,,,0.0,POURING
